timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], memory.free [MiB]
2024/11/23 12:27:08.308, 0, NVIDIA RTX A6000, 87 %, 41 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:08.308, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:09.309, 0, NVIDIA RTX A6000, 84 %, 28 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:09.309, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:10.309, 0, NVIDIA RTX A6000, 83 %, 27 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:10.309, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:11.309, 0, NVIDIA RTX A6000, 86 %, 38 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:11.309, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:12.309, 0, NVIDIA RTX A6000, 87 %, 39 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:12.309, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:13.310, 0, NVIDIA RTX A6000, 92 %, 62 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:13.310, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:14.310, 0, NVIDIA RTX A6000, 86 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:14.310, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:15.394, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:15.394, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:16.394, 0, NVIDIA RTX A6000, 97 %, 89 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:16.395, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:17.395, 0, NVIDIA RTX A6000, 89 %, 49 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:17.395, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:18.395, 0, NVIDIA RTX A6000, 92 %, 65 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:18.395, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:19.395, 0, NVIDIA RTX A6000, 86 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:19.395, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:20.543, 0, NVIDIA RTX A6000, 94 %, 80 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:20.543, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:21.544, 0, NVIDIA RTX A6000, 99 %, 98 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:21.544, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:22.544, 0, NVIDIA RTX A6000, 100 %, 88 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:22.544, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:23.544, 0, NVIDIA RTX A6000, 95 %, 76 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:23.544, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:24.544, 0, NVIDIA RTX A6000, 90 %, 53 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:24.544, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:25.582, 0, NVIDIA RTX A6000, 84 %, 34 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:25.583, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:26.583, 0, NVIDIA RTX A6000, 84 %, 24 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:26.583, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:27.583, 0, NVIDIA RTX A6000, 86 %, 35 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:27.583, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:28.583, 0, NVIDIA RTX A6000, 87 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:28.583, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:29.583, 0, NVIDIA RTX A6000, 89 %, 52 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:29.583, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:30.601, 0, NVIDIA RTX A6000, 92 %, 69 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:30.601, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:31.601, 0, NVIDIA RTX A6000, 93 %, 76 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:31.601, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:32.601, 0, NVIDIA RTX A6000, 95 %, 80 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:32.601, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:33.601, 0, NVIDIA RTX A6000, 100 %, 100 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:33.601, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:34.601, 0, NVIDIA RTX A6000, 99 %, 89 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:34.601, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:35.711, 0, NVIDIA RTX A6000, 92 %, 74 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:35.711, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:36.712, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:36.712, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:37.712, 0, NVIDIA RTX A6000, 85 %, 34 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:37.712, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:38.712, 0, NVIDIA RTX A6000, 100 %, 98 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:38.712, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:39.712, 0, NVIDIA RTX A6000, 97 %, 81 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:39.712, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:40.819, 0, NVIDIA RTX A6000, 93 %, 74 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:40.819, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:41.819, 0, NVIDIA RTX A6000, 95 %, 80 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:41.819, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:42.819, 0, NVIDIA RTX A6000, 84 %, 25 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:42.820, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:43.820, 0, NVIDIA RTX A6000, 84 %, 27 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:43.820, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:44.820, 0, NVIDIA RTX A6000, 87 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:44.820, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:45.820, 0, NVIDIA RTX A6000, 87 %, 44 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:45.820, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:46.820, 0, NVIDIA RTX A6000, 92 %, 65 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:46.820, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:47.820, 0, NVIDIA RTX A6000, 92 %, 71 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:47.821, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:48.821, 0, NVIDIA RTX A6000, 94 %, 80 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:48.821, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:49.821, 0, NVIDIA RTX A6000, 87 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:49.821, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:50.903, 0, NVIDIA RTX A6000, 90 %, 55 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:50.903, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:51.903, 0, NVIDIA RTX A6000, 92 %, 70 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:51.903, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:52.903, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:52.903, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:53.903, 0, NVIDIA RTX A6000, 96 %, 84 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:53.903, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:54.903, 0, NVIDIA RTX A6000, 100 %, 100 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:54.904, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:56.020, 0, NVIDIA RTX A6000, 98 %, 84 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:56.020, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:57.020, 0, NVIDIA RTX A6000, 93 %, 69 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:57.021, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:58.021, 0, NVIDIA RTX A6000, 87 %, 42 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:58.021, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:59.021, 0, NVIDIA RTX A6000, 84 %, 29 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:59.022, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:00.022, 0, NVIDIA RTX A6000, 83 %, 27 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:00.022, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:01.023, 0, NVIDIA RTX A6000, 89 %, 52 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:01.023, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:02.023, 0, NVIDIA RTX A6000, 85 %, 36 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:02.023, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:03.023, 0, NVIDIA RTX A6000, 88 %, 42 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:03.023, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:04.024, 0, NVIDIA RTX A6000, 89 %, 53 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:04.024, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:05.024, 0, NVIDIA RTX A6000, 88 %, 51 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:05.024, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:06.054, 0, NVIDIA RTX A6000, 88 %, 52 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:06.054, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:07.054, 0, NVIDIA RTX A6000, 91 %, 48 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:07.054, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:08.054, 0, NVIDIA RTX A6000, 89 %, 45 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:08.054, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:09.054, 0, NVIDIA RTX A6000, 89 %, 55 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:09.054, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:10.054, 0, NVIDIA RTX A6000, 88 %, 48 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:10.055, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:11.092, 0, NVIDIA RTX A6000, 86 %, 40 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:11.092, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:12.092, 0, NVIDIA RTX A6000, 89 %, 47 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:12.092, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:13.092, 0, NVIDIA RTX A6000, 86 %, 39 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:13.092, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:14.092, 0, NVIDIA RTX A6000, 88 %, 40 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:14.093, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:15.093, 0, NVIDIA RTX A6000, 89 %, 49 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:15.093, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:16.094, 0, NVIDIA RTX A6000, 89 %, 52 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:16.094, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:17.094, 0, NVIDIA RTX A6000, 86 %, 39 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:17.095, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:18.095, 0, NVIDIA RTX A6000, 87 %, 47 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:18.095, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:19.095, 0, NVIDIA RTX A6000, 86 %, 40 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:19.095, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:20.095, 0, NVIDIA RTX A6000, 90 %, 48 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:20.095, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:21.103, 0, NVIDIA RTX A6000, 90 %, 56 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:21.103, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:22.103, 0, NVIDIA RTX A6000, 63 %, 34 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:22.103, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:23.104, 0, NVIDIA RTX A6000, 90 %, 57 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:23.104, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:24.104, 0, NVIDIA RTX A6000, 88 %, 49 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:24.104, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:25.104, 0, NVIDIA RTX A6000, 86 %, 40 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:25.104, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:26.132, 0, NVIDIA RTX A6000, 91 %, 48 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:26.133, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:27.133, 0, NVIDIA RTX A6000, 89 %, 56 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:27.133, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:28.133, 0, NVIDIA RTX A6000, 87 %, 45 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:28.133, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:29.133, 0, NVIDIA RTX A6000, 87 %, 40 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:29.133, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:30.133, 0, NVIDIA RTX A6000, 89 %, 45 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:30.133, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:31.147, 0, NVIDIA RTX A6000, 88 %, 54 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:31.147, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:32.147, 0, NVIDIA RTX A6000, 86 %, 39 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:32.147, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:33.147, 0, NVIDIA RTX A6000, 88 %, 40 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:33.147, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:34.148, 0, NVIDIA RTX A6000, 89 %, 48 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:34.148, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:35.148, 0, NVIDIA RTX A6000, 89 %, 52 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:35.148, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:36.174, 0, NVIDIA RTX A6000, 85 %, 36 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:36.174, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:37.174, 0, NVIDIA RTX A6000, 88 %, 44 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:37.174, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:38.174, 0, NVIDIA RTX A6000, 89 %, 53 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:38.174, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:39.174, 0, NVIDIA RTX A6000, 88 %, 50 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:39.174, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:40.174, 0, NVIDIA RTX A6000, 86 %, 39 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:40.174, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:41.197, 0, NVIDIA RTX A6000, 85 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:41.197, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:42.198, 0, NVIDIA RTX A6000, 89 %, 42 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:42.198, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:43.198, 0, NVIDIA RTX A6000, 29 %, 15 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:43.198, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:44.198, 0, NVIDIA RTX A6000, 88 %, 46 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:44.198, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:45.198, 0, NVIDIA RTX A6000, 85 %, 31 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:45.198, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:46.206, 0, NVIDIA RTX A6000, 84 %, 28 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:46.206, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:47.206, 0, NVIDIA RTX A6000, 87 %, 42 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:47.206, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:48.206, 0, NVIDIA RTX A6000, 100 %, 99 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:48.206, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:49.207, 0, NVIDIA RTX A6000, 100 %, 89 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:49.207, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:50.207, 0, NVIDIA RTX A6000, 87 %, 42 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:50.207, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:51.338, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:51.338, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:52.338, 0, NVIDIA RTX A6000, 95 %, 82 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:52.339, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:53.339, 0, NVIDIA RTX A6000, 100 %, 100 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:53.339, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:54.339, 0, NVIDIA RTX A6000, 99 %, 87 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:54.339, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:55.339, 0, NVIDIA RTX A6000, 92 %, 73 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:55.339, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:56.473, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:56.473, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
